SlNo,CabinetId,CabinetNumber,Status,BranchId,BranchName,BranchCity,BranchArea,BranchAddress,MerchantId,MerchantName,MerchantAddress
2349,4107,BC101911004870,true,6794,PVR Cinemas PVR MGF Mall - Gurgaon,NEW DELHI,DELHI,"3rd Floor, Metro Station, MGF Metropolitan Mall, Near, Mehrauli-Gurgaon Rd, DLF Phase 2, Sector 25, Gurugram, Haryana 122002",2,PVR Cinemas,"Block A4th FloorBuilding No.9 DLF Cyber CityPhase III Gurgaon : 122002"
2350,4108,BC101911003286,true,5517,Siya Communication Vaishali,NEW DELHI,DELHI,"Shop No 1 Rameshwar Tower Sector 4 Vaishali Ghaziabad 201010",3085,Siya Communication,"Shop No 1 Rameshwar Tower Sector 4 Vaishali Ghaziabad 201010"
2351,4110,BC101911005049,false,3602,Divyanshu Money Transfer Near Bikaner,NEW DELHI,DELHI,"Sutiyana, Near J Sankar public School, Near Bikaner, Greater Noida, 201306",1707,Divyanshu Money Transfer,"Sutiyana, Near J Sankar public School, Near Bikaner, Greater Noida, 201306"
2352,4111,BC101911005176,false,6793,PVR Cinemas PVR Superplex Noida,NEW DELHI,DELHI,"Logix City Centre BW-58, near Wave City Center, Sector 32, Noida, Uttar Pradesh 201301",2,PVR Cinemas,"Block A4th FloorBuilding No.9 DLF Cyber CityPhase III Gurgaon : 122002"
2353,4112,BC101911003311,true,6114,Ansh Communication Opp Hdfc Bank Shop No 2,NEW DELHI,DELHI,"Shop No 2,opp. Hdfc Bank,old Delhi Road,sector 14,gurgaon,haryana 122007",1753,Ansh Communication,"Shop No.1483, Bhagat Singh Nagar, Derabassi Chandigarh"
2354,4113,BC101911001916,false,5511,Rajesh Telecom  Near Petrol Pump,NEW DELHI,DELHI,"G 3, R G Complex, Near Petrol Pump, Sec 8 Rohini Delhi 85",3080,Rajesh Telecom,"G 3, R G Complex, Near Petrol Pump, Sec 8 Rohini Delhi 85"
2355,4115,BC101911001888,true,6182,YummySthan Banjara Hills,HYDERABAD,TELANGANA,"MLA Colony Banjara Hills Beside Lane of OMEGA Hospital-500034",3552,YummySthan,"MLA Colony Banjara Hills Beside Lane of OMEGA Hospital-500034"
2356,4116,BC101911002056,false,5981,Harish Bakery Sohna Chowk,NEW DELHI,DELHI,"Huda Complex, Jail Rd, Prem Nagar, Sector 11, Gurugram, Haryana 122001, India",3409,Harish Bakery,"21/11,Shivpuri,Old Railway Road,Gurgaon,122001"
2357,4117,BC101911002792,false,4996,Gem Automotives Llp Somajiguda,HYDERABAD,TELANGANA,"H.No. 6-3-1105, Rajbhavan Rd, Somajiguda, Hyderabad 500082 Hyderabad",2650,GEM AUTOMOTIVES LLP,"H.No. 6-3-1105, Rajbhavan Rd, Somajiguda, Hyderabad 500082 Hyderabad"
2358,4118,BC101911005288,true,5894,Essensuals By Tony And Guy Mylapore,CHENNAI,TAMIL NADU,"27V9+48 Chennai, Tamil Nadu",67,Essensuals By Tony and Guy,"No 36 K G Galaxy, First Floor, Above Fab India, Second Avenue, Chintamani, Anna Nagar East, Chennai - 600 102."
2359,4119,BC101911002399,true,5522,Advance Mobile Solution Indirapuram,NEW DELHI,DELHI,"Shop No 5/285 Abhay Khand 3rd Indirapuram Ghaziabad 201014",3090,Advance Mobile Solution,"Shop No 5/285 Abhay Khand 3rd Indirapuram Ghaziabad 201014"
2360,4121,BC101911005116,true,6857,PVR Cinemas Saket Select City Walk,NEW DELHI,DELHI,"A-3, Saket District Centre, District Centre, Sector 6, Pushp Vihar, New Delhi, Delhi 110017",2,PVR Cinemas,"Block A4th FloorBuilding No.9 DLF Cyber CityPhase III Gurgaon : 122002"
2361,4122,BC101911005230,false,4918,Hight Speed Tyres & Batteries  Opp. Metroplex East Mall,NEW DELHI,DELHI,"47, West Guru Angad Nagar, Patparganj Road, Laxmi Nagar, Delhi - 110092",2591,Hight Speed Tyres & Batteries,"47 Mohan Park, Opp. Metroplex East Mall, New Delhi 110092 Delhi NCR"
2362,4125,BC101911003041,true,6367,Halcyon Thai Spa Palam Vihar,NEW DELHI,DELHI,"Shop No.2, FF, Ansal Plaza Mall, Palam Vihar,gurgaon, Haryana 122017",3672,Halcyon Thai Spa,"Shop No.14, FF, MGf Metropolis Mall, Near MG Road Metro Station Gurgaon Haryana 122002"
2363,4127,BC101911002339,true,6359,Nu Unisex Saloon Sohna Road,NEW DELHI,DELHI,"Ff05, Nin X Mall, Sohna Road Gurgaon 122001",3666,Nu Unisex Saloon,"Ff05, Nin X Mall, Sohna Road Gurgaon 122001"
2364,4128,BC101911006141,true,6749,Chennai Metro Kilpauk,CHENNAI,TAMIL NADU,"36HV+24 Chennai, Tamil Nadu",547,Metro Station,"Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka 560038"
2365,4131,BC101911006120,true,4325,OSM Stays Flats Yaduvanshi House 43A,NEW DELHI,DELHI,"JMD Niwas 4/92, Kirtinagar, Sec 15 Part -1, Gurgaon, 122001 Delhi NCR",2165,OSM Stays Flats,"JP House, H No. 43, Kirti Nagar Sector 15 Part 1, Gurgaon, 122001 Delhi NCR"
2366,4132,BC101911003333,false,2106,Anand Multi Speciality Hospital Gurugram Sec - 56,NEW DELHI,DELHI,"Anand Multi Speciality Hospital Sector 56 Gurugram",734,Anand Multi Speciality Hospital,"Plot No. 29, Sector 56, Gurugram, Haryana"
2367,4133,BC101911002659,false,5138,Run Single Spot For Style Sr Nagar,HYDERABAD,TELANGANA,"396, 15/A, Sanjeeva Reddy Nagar, Hyderabad, Telangana 500038",2770,Run single spot for style,"#13-3-11 75/A, Opp. Dew Drops High School, Mustaidpura, Karwan Rd, Hyderabad 500006 Hyderabad"
2368,4134,BC101911002763,false,2950,Sharma Dental Clinic  Shree Ram Hospital,NEW DELHI,DELHI,"Near Shree Ram Hospital, Barola, Sector 49, Noida, 201301",1323,Sharma Dental Clinic,"Near Shree Ram Hospital, Barola, Sector 49, Noida, 201301"
2369,4136,BC101911002890,false,5020,Shri Balaji Mobile World Near Bikaner Sweet,NEW DELHI,DELHI,"Hoshiyarpur, Metro Pillar No 220, Near Bikaner Sweet, Sector 51, Noida, 201301 Delhi NCR",2659,Shri Balaji Mobile World,"Shop No 1, Sharma Market, Near Punjab National Bank, Sector 51, Noida, 201301 Delhi NCR"
2370,4138,BC101911006127,true,4512,PVR Musarambagh Hyderabad Telangana,HYDERABAD,TELANGANA,"Ts No 2,5 and 6, Next Galleria mall Ward No. 170, Level 5, 11, NH65, Andhra Colony, New Malakpet, Hyderabad, Telangana 500036",2,PVR Cinemas,"Block A4th FloorBuilding No.9 DLF Cyber CityPhase III Gurgaon : 122002"
2371,4139,BC101911006164,false,5180,Om Jee Communication Govindapuram,NEW DELHI,DELHI,"Shop No 1, D-186 Opposite Gour Square mall  Govindapuram Ghaziabad 201013 Delhi NCR",2809,Om Jee Communication,"Shop No 1, D-186 Opposite Gour Square mall  Govindapuram Ghaziabad 201013 Delhi NCR"
2372,4140,BC101911005185,true,7274,PVR Cinema Subhash Nagar,NEW DELHI,DELHI,"J4R4+WG New Delhi, Delhi",2,PVR Cinemas,"Block A4th FloorBuilding No.9 DLF Cyber CityPhase III Gurgaon : 122002"
2373,4141,BC101911005019,true,5742,Cardio Plus Gym Sushant Lok-1,NEW DELHI,DELHI,"E 10 Sai Ka Angan E - Block, Block E, Sushant Lok Phase I, Par, Gurugram, Haryana 122002",3249,Cardio Plus Gym,"E-10, Sushant Lok-1, E-Block, Gurgaon, 122001"
2374,4144,BC101911005366,true,7131,Hyderabad Metro MG Bus Station,HYDERABAD,TELANGANA,"L&T Metro Station MG Bus Station",4142,Hyderabad Metro,"Hyderabad Metro Rail Depot, Uppal Main Road, Uppal, Hyderabad - 500039"
2375,4145,BC101911002274,false,4917,Phone Mart Main Vikas Marg Shakarpur,NEW DELHI,DELHI,"R-38 Shop No, 4, Main Rd, Veer Savarkar Block, Block G, Nanakpura, Shakarpur Khas, New Delhi, Delhi 110092, India",2590,Phone Mart,"R-38 Shop No 4, Main Vikas Marg Shakarpur, Delhi 110092 Delhi NCR"
2376,4146,BC101911003363,false,7096,Malt Rajarhat,KOLKATA,WEST BENGAL,"tower,2c, 1, Action Area IIC, Newtown, Kolkata, West Bengal 700161, India",4125,Malt,"2nd floor,Astra tower,2c/1, Action Area IIC, Newtown,Kolkata-700161"
2377,4147,BC101911004246,false,6349,Sanjha Chulha Faridabad,NEW DELHI,DELHI,"Shop No 16, Part 2 Market, Sector 19, Faridabad, 121001",3657,Sanjha Chulha,"Shop No 16, Part 2 Market, Sector 19, Faridabad, 121001"
2378,4148,BC101911002653,true,2197,RKGIT College Meerut Road,NEW DELHI,DELHI,"5KM STONE, Delhi - Meerut Expy, Raj Nagar Extension, Ghaziabad, Uttar Pradesh 201003, India",783,RKGIT College,"5km Stone (RKGIT) Delhi Meerut Road Ghaziabad"
2379,4149,BC101911004244,false,4731,Fuel Fitness Main Huda Market Gurgaon,NEW DELHI,DELHI,"SCO-140, GF Sector 46, Main Huda Market Gurgaon Delhi NCR",2408,Fuel Fitness,"SCO-140, GF Sector 46, Main Huda Market Gurgaon Delhi NCR"
2380,4150,BC101911003213,false,4658,Cake & Celebration Opposite Ticket Booking Office,PUNE,MAHARASHTRA,"Kamshet, Nr Kamshet Railway Station,Opp Ticket Booking Office,Pune",2433,Cake & Celebration,"Shop no 2 Balaji Complex Main Bus Stop,Mukam Post,Tatve Pune"
2381,4155,BC101911005397,false,6316,Gravity Space Bar Sector 29,NEW DELHI,DELHI,"4&5th Floor, Vista Park Hotel 6&7, Sector 29 Gurgaon, Haryana 122002",3644,Gravity Space Bar,"4&5th Floor, Vista Park Hotel 6&7, Sector 29 Gurgaon, Haryana 122002"
2382,4157,BC101911005390,false,4962,The Destiny Inn Gurgaon,NEW DELHI,DELHI,"Plot No. 151, Sector 39, Gurgaon 122003 Delhi NCR",2637,The Destiny Inn,"Plot No. 151, Sector 39, Gurgaon 122003 Delhi NCR"
2383,4158,BC101911002951,false,2217,A1 Fresh Sabzi Mandi Kavi Nagar,NEW DELHI,DELHI,"KC 115 Kavi Nagar Ghaziabad 201002",802,A1 Fresh Sabzi Mandi,"KC 115 Kavi Nagar Ghaziabad"
2384,4160,BC101911003280,false,2253,D Dezine Pitampura,NEW DELHI,DELHI,"316-317, Vats complex, Shiva Market, Pitam Pura, Delhi, 110034",834,D Dezine,"316/317 Vats Market Shiva Market Pitampura Delhi"
2385,4162,BC101911002380,false,5682,Gupta Telecom I Block market sector 12,NEW DELHI,DELHI,"Shop 25/15 I Block market sector 12 Noida 201301",3193,Gupta Telecom,"Shop 25/15 I Block market sector 12 Noida 201301"
2386,4167,BC101911004251,false,4086,Phixman- "Pans Delicia Pvt Ltd 1/25, Ground Floor,NEW DELHI,DELHI,"1/25, Ground Floor, U - Block, DLF Phase 3, Gurugram - 122002 Delhi NCR",1765,Phixman- "Pans Delicia Pvt Ltd","1/25, Ground Floor, U - Block, DLF Phase 3, Gurugram - 122002 Delhi NCR"
2387,4168,BC101911005502,false,5762,Lotus Stay Near Iskcon Temple,NEW DELHI,DELHI,"Plot No. 86, Sector -45, Near Iskcon Temple, Gurgaon 122003",3266,Lotus Stay,"Plot No. 1890, Sector -45, Near Euro International School, Gurgaon 122003"
2388,4169,BC101911005303,true,2800,Srivari Tyres Yelahanka Newtown,BANGALORE,KARNATAKA,"#17/B,16 C Sector,Doddaballapura road,Opp rail wheel factory, Yelahanka-560064",1229,Srivari Tyres,"#17/B,16 C Sector,Doddaballapura road,Opp rail wheel factory, Yelahanka-560064"
2389,4173,BC101911003223,true,4314,VC Enterprises Aapka Bazar,NEW DELHI,DELHI,"Shop No. 20, Aapka Bazar, Gurgaon,122001 Delhi NCR",2163,VC Enterprises,"Shop No. 20, Aapka Bazar, Gurgaon,122001 Delhi NCR"
2390,4175,BC101911003236,true,5711,C3 Fitness Gym Near Mother Dairy Rajendra Nagar,NEW DELHI,DELHI,"IndiaFirst Floor Aman Banquet, Sector 5 Near Mother Dairy Rajendra Nagar, Ghaziabad 201005 Delhi NCR",3223,C3 Fitness Gym,"First Floor Aman Banquet, Sector 5 Near Mother Dairy Rajendra Nagar, Ghaziabad 201005 Delhi NCR"
2391,4177,BC101911002728,true,5685,Mobile House G-6 Savitri Market,NEW DELHI,DELHI,"G-6 Savitri Market Sector 18 Noida 201301",3194,Mobile House,"Shop No 1 Ground floor P-50 Ocean Plaza Sector 18 Noida 201301"
2392,4179,BC101911003008,true,6787,PVR Cinemas PVR Prashant Vihar,NEW DELHI,DELHI,"2 Fun city Mall, Pvr Prashant Vihar Road, Prashant Vihar, Sector 14, New Delhi, Delhi 110085",2,PVR Cinemas,"Block A4th FloorBuilding No.9 DLF Cyber CityPhase III Gurgaon : 122002"
2393,4180,BC101911002301,false,4036,Street- 24 Mart Geotech Pristan Avenue,NEW DELHI,DELHI,"Shop No 7 Geotech Pristan Avenue Gaur City -201301 Delhi NCR",1762,Street- 24 Mart,"Shop No 7 Geotech Pristan Avenue Gaur City -201301 Delhi NCR"
2394,4183,BC101911003168,true,6786,PVR Cinemas DLF Promenade Mall,NEW DELHI,DELHI,"2nd Floor DLF Promenade Mall Nelson Mandela Road, Vasant Kunj Marg, Vasant Kunj II, New Delhi, Delhi 110070",2,PVR Cinemas,"Block A4th FloorBuilding No.9 DLF Cyber CityPhase III Gurgaon : 122002"
2395,4184,BC101911003377,false,3492,Pizzasia Ocean Complex,NEW DELHI,DELHI,"H89G+R7 Noida, Uttar Pradesh",1652,Pizzasia,"Shop No 1A, Ground Floor, Ocean Complex, Sector 18, Near Maruti Suzuki Showroom,  Noida, 201301"
2396,4185,BC101911002690,false,5688,Oyo Town House 186 Plot No. 1282, Sector 46,NEW DELHI,DELHI,"Plot No. 1282, Sector 46, Gurgaon 122003",3195,Oyo Town House 186,"Plot No. 1282, Sector 46, Gurgaon 122003"
2397,4188,BC101911002376,false,5692,Oyo Town House 285 Plot No. 556, Sector 39,NEW DELHI,DELHI,"Plot No. 556, Sector 39,gurgaon 122003",3199,Oyo Town House 285,"Plot No. 556, Sector 39,gurgaon 122003"
2398,4189,BC101911002422,false,5211,Narayan Electronics Shastri Nagar,NEW DELHI,DELHI,"SH/A/405, Teen Near Gas Agency Chowk, Shastri Nagar Ghaziabad 201002 Delhi NCR",2803,Narayan Electronics,"SH/A/405, Teen Near Gas Agency Chowk, Shastri Nagar Ghaziabad 201002 Delhi NCR"
2399,4190,BC101911005922,true,7147,Hyderabad Metro Assembly,HYDERABAD,TELANGANA,"L&T Metro station Assembly Hyderabad",4142,Hyderabad Metro,"Hyderabad Metro Rail Depot, Uppal Main Road, Uppal, Hyderabad - 500039"
2400,4191,BC101911002368,true,5074,Shaheed Deshraj Filling Station Petrol Pump, Noida,NEW DELHI,DELHI,"Sector 105, Petrol Pump, Noida, 201305 Delhi NCR",2657,Shaheed Deshraj Filling Station,"Sector 105, Petrol Pump, Noida, 201305 Delhi NCR"
2401,4192,BC101911002367,false,2891,Star Battery  Nithari Village,NEW DELHI,DELHI,"Shop No-1, Near Krishna Complex, Nithari Village,  Sector 31, Noida, 201301",1289,Star Battery,"Shop No-1, Near Krishna Complex, Nithari Village,  Sector 31, Noida, 201301"
2402,4195,BC101911002365,true,6568,M K Gift Gallery (Archies Gallery) Vasundhra Enclave,NEW DELHI,DELHI,"F-7, DDA Market Vasundhra Enclave Delhi 110091",3833,M K Gift Gallery (Archies Gallery),"F-7, DDA Market Vasundhra Enclave Delhi 110091"
2403,4198,BC101911002140,true,6786,PVR Cinemas DLF Promenade Mall,NEW DELHI,DELHI,"2nd Floor DLF Promenade Mall Nelson Mandela Road, Vasant Kunj Marg, Vasant Kunj II, New Delhi, Delhi 110070",2,PVR Cinemas,"Block A4th FloorBuilding No.9 DLF Cyber CityPhase III Gurgaon : 122002"
2404,4199,BC101911003059,false,3241,I Feel Good Panjagutta,HYDERABAD,TELANGANA,"# 3rd floor , Tesla building,above planet C,Panjagutta hyd 500082",1493,I Feel Good Gym,"# 3rd floor , Tesla building,above planet C,Panjagutta hyd"
2405,4202,BC101911002652,false,7147,Hyderabad Metro Assembly,HYDERABAD,TELANGANA,"L&T Metro station Assembly Hyderabad",4142,Hyderabad Metro,"Hyderabad Metro Rail Depot, Uppal Main Road, Uppal, Hyderabad - 500039"
2406,4205,BC101911002687,false,5996,U Clean Punjabi Bagh,NEW DELHI,DELHI,"Shop number-6, Central Market, Punjabi Bagh, Delhi, 110026",3126,U Clean,"Shop No. 13, Vasant Pride, Opp. Gokul Garden Thakur Complex, Kandivali East - 400101"
2407,4207,BC101911003262,false,6314,Logan Fitnes Arena GYM Old Railway Road,NEW DELHI,DELHI,"Old Delhi Gurgaon Rd, Gurugram, Haryana, India",3642,Logan Fitnes Arena GYM,"Old Delhi Road, Kataria Tower, Opp, Apna Enclave Gurgaon"
2408,4211,BC101911002326,true,6858,PVR Cinemas PVR 3C's - Lajpat Nagar,NEW DELHI,DELHI,"15, Feroze Gandhi Marg, Lajpat Nagar III, Near Lajpat Nagar Police Station, Delhi, NCR 110024, India",2,PVR Cinemas,"Block A4th FloorBuilding No.9 DLF Cyber CityPhase III Gurgaon : 122002"
2409,4212,BC101911002829,true,6115,Ansh Communication Opp Hdfc Bank Shop No 3,NEW DELHI,DELHI,"Shop No 3,opp. Hdfc Bank,old Delhi Road,sector 14,gurgaon,haryana 122007",1753,Ansh Communication,"Shop No.1483, Bhagat Singh Nagar, Derabassi Chandigarh"
2410,4213,BC101911003336,false,2545,NSS MS Enclave,CHANDIGARH,PUNJAB,"Shop num 4 MS Enclave Near sunny mandir dhakoli",1039,NSS,"Shop num 4 MS Enclave Near sunny mandir dhakoli"
2411,4216,BC101911005281,false,4954,Wajid Rta Consultant Bandlaguda,HYDERABAD,TELANGANA,"18-13, Sy.No.13, Beside RTA Office, Amoodi Function Hall, Bandlaguda, Hyderabad 500005",2619,Wajid RTA Consultant,"18-13, Sy.No.13, Beside RTA Office, Amoodi Function Hall, Bandlaguda, Hyderabad 500005"
2412,4218,BC101911001677,true,171,Café Coffee Day Wallace Garden Road,CHENNAI,TAMIL NADU,"KNK- Nungambakkam, Door# 7, Wallace Garden Road, thousand lights, Chennai 600008",5,Cafe Coffee Day,"CAFE COFFEE DAY, GROUND FLOOR,        NO 35/4, CUNNINGHAM ROAD,        560052"
2413,4219,BC101911005492,true,6093,Harish Bakery Pvt. Ltd Sec 83,NEW DELHI,DELHI,"Shop No. 2,3,4,gf,gurgaon,122004",3490,Harish Bakery Pvt. Ltd,"Sco-27,28,29,huda Commercial Complex,sec-31,gurgaon"
2414,4220,BC101911005274,false,4088,Luxury Ride Ashok Vihar Delhi,NEW DELHI,DELHI,"A-84, Block KD, Phase 1, Ashok Vihar, Delhi, 110052, India",1992,Luxury Ride,"84-A,KD Block,Phase 1, Ashok Vihar Delhi 110052 Delhi NCR"
2415,4221,BC101911005381,false,4464,Avinash Money Transfer Greater Noida,NEW DELHI,DELHI,"Dharam Wali Gali, Kulesra, Greater Noida, 201306 Delhi NCR",2256,Avinash Money Transfer,"Dharam Wali Gali, Kulesra, Greater Noida, 201306 Delhi NCR"
2416,4223,BC101911000800,false,6163,The Vegetable Basket Rajnagar Extenstion,NEW DELHI,DELHI,"Shop No 19 Ajnara Integrity Rajnagar Extension Ghaziabad 201017",3526,The Vegetable Basket,"Shop No 19 Ajnara Integrity Rajnagar Extension Ghaziabad 201017"
2417,4224,BC101911002926,true,2242,Shree Sports Indirapuram,NEW DELHI,DELHI,"No.17 Modern school road, Shakti Khand I, Indirapuram, Ghaziabad, Uttar Pradesh 201014",823,Shree Sports,"17, Shakti Khand Ist  Indirapuram Ghaziabad"
2418,4225,BC101911002689,false,6879,Body Temple Gym Prem Nagar Mata Road,NEW DELHI,DELHI,"S S Square Building, 2nd Floor, 325/3, Prem Nagar Mata Road, Gurgaon",3984,Body Temple Gym,"S S Square Building, 2nd Floor, 325/3, Prem Nagar Mata Road, Gurgaon"
2419,4226,BC101911002280,false,6257,Sayara Herbals Avadi,CHENNAI,TAMIL NADU,"Avadi Check Post, New Military Rd, Kasturba Nagar, Avadi, Tamil Nadu 600054, India",3356,Sayara Herbals,"No-24/36, V.V.Koil Street , chokkalingam nagar , teynampet , chennai 600086"
2420,4229,BC101911005273,true,3335,Unique Collections (Bhavya Motors) Shakti Khand 2,NEW DELHI,DELHI,"Plot No 34 Shakti Khand 2 Indirapuram Ghaziabad",1551,Unique Collections (Bhavya Motors),"Plot No 34 Shakti Khand 2 Indirapuram Ghaziabad"
2421,4232,BC101911005452,false,3196,Goel Enterprises Gopal Nagar Azad Pur Delhi,NEW DELHI,DELHI,"41 A Gopal Nagar Azad Pur Delhi - 110033",1462,Goel Enterprises,"41 A Gopal Nagar Azad Pur Delhi - 110033"
2422,4233,BC101911002281,true,601,Smart Bharat Mall noida stadium,NEW DELHI,DELHI,"SMART BHARAT MALL,ground floor,I-2,sector 25A,near noida stadium,noida,uttar pradesh 201301.",127,Smart Bharat Mall,"SMART BHARAT MALL,ground floor,I-2,sector 25A,near noida stadium,noida,uttar pradesh 201301."
2423,4235,BC101911005409,false,7129,Hyderabad Metro New Market,HYDERABAD,TELANGANA,"L&T Metro Station New Market",4142,Hyderabad Metro,"Hyderabad Metro Rail Depot, Uppal Main Road, Uppal, Hyderabad - 500039"
2424,4240,BC101911002112,true,2904,FNP Cakes Amrapali Crystal Home,NEW DELHI,DELHI,"Shop No-29, Amrapali Crystal Home, Sector 76, Noida",1305,FNP Cakes,"Shop No-29, Amrapali Crystal Home, Sector 76, Noida"
2425,4243,BC101911006143,true,2176,Safe Hands Hospital Sector 46 Gurugram,NEW DELHI,DELHI,"Plot No - 68p, Basement, Residency Green, Jal Vihar Colony, Sector 46, Gurugram, Haryana 122003, India",772,Safe Hands Hospital,"Plot No.68, Sector 46, Gurugram, Haryana"
2426,4244,BC101911004563,true,6178,LS Dukaan Sec 62,NEW DELHI,DELHI,"Ls Dukaan, Oram Market, Sector 62, Gurgaon, 122001",3538,LS Dukaan,"Sco-34,35,near More Market,sec -56,gurgaon,122001"
2427,4245,BC101911004529,true,5025,The Mobile World Bhangel,NEW DELHI,DELHI,"RC Market, Bhangel, Noida, 201301 Delhi NCR",2663,The Mobile World,"RC Market, Bhangel, Noida, 201301 Delhi NCR"
2428,4246,BC101911003384,true,1248,Cafe Coffee Day Botanical Garden,HYDERABAD,TELANGANA,"BOTANICAL GARDEN KONDAPUR HYDERABAD",5,Cafe Coffee Day,"CAFE COFFEE DAY, GROUND FLOOR,        NO 35/4, CUNNINGHAM ROAD,        560052"
2429,4247,BC101911004887,false,5040,Fine Car Seat Cover & All Accessories Shastri Nagar,NEW DELHI,DELHI,"Shop No 105 C block Shastri Nagar Opposite Carta Center Shastri Nagar Ghaziabad 201002 Delhi NCR",2679,Fine Car Seat Cover & All Accessories,"Shop No 105 C block Shastri Nagar Opposite Carta Center Shastri Nagar Ghaziabad 201002"
2430,4248,BC101911003042,true,3328,Hom's Pizza Zeta 1, Greater Noida,NEW DELHI,DELHI,"Shop No- B24, AVJ Hights, Zeta 1, Greater Noida, 201310",1544,Hom's Pizza,"Shop No- B24, AVJ Hights, Zeta 1, Greater Noida, 201310"
2431,4251,BC101911004450,true,621,Spice Communications Huda Market,NEW DELHI,DELHI,"F3JJ+84 Gurugram, Haryana",130,Spice Communications,"UG-10B, Raheja Mall, Sohna Rd, Gurugram, Haryana 122002"
2432,4252,BC101912010476,true,4222,Clarks Exotica Resort & Spa Sadahalli Post,BANGALORE,KARNATAKA,"Swiss Town,, Hollywood Junction, Sadahalli Post, Devenahalli Road, Bengaluru 562110",2085,Clarks Exotica Resort & Spa,"Swiss Town,, Hollywood Junction, Sadahalli Post, Devenahalli Road, Bengaluru"
2433,4254,BC101911005853,false,90,Just Bake Rajaji Nagar2,BANGALORE,KARNATAKA,"#706/45,10th main,3rd block,rajajinagar,560010",4,Just Bake,"Ashok Pillar cafe coffee day , Bridage homestead, Ashok Pillar"
2434,4255,BC101912010459,true,1998,GMR Rajiv Gandhi International Airport Hyderabad Shamshabad,HYDERABAD,TELANGANA,"GMR Rajiv Gandhi International Airport Hyderabad, Shamshabad",641,GMR Rajiv Gandhi International Airport Hyderabad,"GMR Rajiv Gandhi International Airport Hyderabad, Shamshabad"
2435,4258,BC101911008112,false,6937,Golden Bricks Sushma Homework,CHANDIGARH,PUNJAB,"Sushma Homework, Office No 25, 5th Floor, Zirakpur - 140603, Mohali, Punjab, India.",4019,Golden Bricks,"Office No. 25, 5th Floor, Sushma Homework, Zirakpur"
2436,4261,BC101911007719,true,3575,Galaxy Motors Shalibanda,HYDERABAD,TELANGANA,"Shop No.20-4-199/1, Beside Asha Taklies, Shahali Banda, Hyderabad, Telangana-500065",1741,Galaxy Motors,"Shop No.20-4-199/1, Beside Asha Taklies, Shahali Banda, Hyderabad, Telangana-500065"
2437,4263,BC101911009280,false,4303,Unilet Uttrahalli,BANGALORE,KARNATAKA,"244, 1, Uttarahalli Hobli, Bengaluru, Karnataka 560061, India",1793,Unilet,"No.429/431, Hosur Road, Bommanahalli, Bengaluru -560068"
2438,4264,BC101911008108,true,6705,PVR Cinema Downtown Mall Unitech,KOLKATA,WEST BENGAL,"Down town Retail Mall Uniworld City, Action Area III, Kolkata, West Bengal 700160",2,PVR Cinemas,"Block A4th FloorBuilding No.9 DLF Cyber CityPhase III Gurgaon : 122002"
2439,4265,BC101911009091,false,5844,Just Bake Electronic City,BANGALORE,KARNATAKA,"16,neeladri road,karuna nagar,, Electronic City, 1st Phase, Bengaluru,560100",4,Just Bake,"Ashok Pillar cafe coffee day , Bridage homestead, Ashok Pillar"
2440,4268,BC101911008116,false,6854,Dawntown Cafe Bhawanipur,KOLKATA,WEST BENGAL,"44 A, Sarat Bose Rd, Chakraberia, Ballygunge, Kolkata, West Bengal 700020",3969,Dawntown Cafe,"44 A, Sarat Bose Rd, Chakraberia, Ballygunge, Kolkata, West Bengal 700020"
2441,4269,BC101911007881,false,6601,Jimi's Beer Cafe Indiranagar,BANGALORE,KARNATAKA,"1081, 12th Main, HAL 2nd Stage, Off 100 Feet Road, Indiranagar, Bangalore",3789,Jimi's Beer Cafe,"1081, 12TH MAIN, 2ND STAGE, INDIRANAGAR, BENGALURU"
2442,4270,BC101911007875,true,6520,Gopalan Promenade Mall Kathriguppe,BANGALORE,KARNATAKA,"mysore road,kenchenhalli,RR nagar,bengaluru,karnataka,560098",3804,Gopalan Mall,"Mysore Road, Kenchanahallu, RR Nagar, Bengaluru 560098"
2443,4271,BC101911007874,false,6024,Dhanlaxmi Auto Parts Rajaji nagar,BANGALORE,KARNATAKA,"652/B, Dr Rajkumar road D' Block 2nd stage, Rajajinagar Bangalore,Karnataka,560010",3430,Dhanlaxmi Auto Parts,"652/B, Dr Rajkumar road D' Block 2nd stage, Rajajinagar Bangalore"
2444,4272,BC101911009769,false,6335,Just Dial Office Kolkata Saltlake,KOLKATA,WEST BENGAL,"Tower 1, Room Number 703, 7th Floor, Godrej Waterside Building Sech Bhawan, near College More, DP Block, Sector V, Kolkata, West Bengal 700091",89,Just Dial,"Palm Court Bldg M, 501/B, 5th Floor, New Link Road, Besides Goregaon Sports Complex, Malad (w), Mumbai - 400064"
2445,4273,BC101911010040,false,3618,Maharshi Savita Samaja Bachelor Of Education College Sanjay Nagar,BANGALORE,KARNATAKA,"6, Ngef Colony, 5 NGEF Layout, Sachidananda Nagar, Nagashetty Halli, Sanjaynagar Bengaluru, Karnataka 560094",1791,Maharshi Savita Samaja Bachelor of Education College,"5th Cross Rd Adjacent to post office/ Bank of India, Sanjaynagar, Bengaluru"
